xbd_uid,disaster,disaster_type,peril,xbd_tier,event_split,best_utm,N_intact,N_minor,N_major,N_destroyed,N_unclassified,N_total,xbd_date_pre,xbd_date_post,xbd_catalog_id_pre,xbd_catalog_id_post,xbd_sensor_pre,xbd_sensor_post,xbd_perc_nan_pre,xbd_perc_nan_post,s2_mgrs_tile,s2_date_pre,s2_date_post,s2_cs_pre,s2_cs_post,s1_date_pre,s1_date_post,s1_orbit_pre,s1_orbit_post,s1_direction_pre,s1_direction_post,s1_ids_pre,s1_ids_post
portugal-wildfire_00000731,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,30,0,0,1,1,32,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.0,0.0,29TNE,2016-08-28,2017-07-04,0.9532093243890537,0.9640153736159851,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000732,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,11,0,0,0,2,13,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.4870471954345703,0.4929714202880859,29TNE,2016-08-28,2017-07-04,0.9492279998408193,0.9518335941296747,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000733,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,0,0,0,0,0,0,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.0,0.0,29TNE,2016-08-28,2017-07-04,0.955031957944694,0.9578289315787174,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000734,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,53,0,0,2,0,55,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.0,0.0,29TNE,2016-08-28,2017-07-04,0.9595064711942097,0.9621864503542651,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000735,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,0,0,0,0,0,0,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.0,0.0,29TNE,2016-08-28,2017-07-04,0.946723155919339,0.9677745877146446,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000736,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,0,0,0,0,0,0,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.0,0.0,29TNE,2016-08-28,2017-07-04,0.9629968848441715,0.9403507224349805,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000737,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,1,0,0,0,0,1,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.0,0.0,29TNE,2016-08-28,2017-07-04,0.9710718729370313,0.9249227548665689,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000738,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,5,0,1,0,3,9,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.0,0.0,29TNE,2016-08-28,2017-07-04,0.968661436260112,0.9455253463768123,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000739,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,0,0,0,0,0,0,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.0,0.0,29TNE,2016-08-28,2017-07-04,0.9449653464670456,0.9619957690402309,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000740,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,45,0,0,0,0,45,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.0,0.0,29TNE,2016-08-28,2017-07-04,0.9574002375167052,0.9614134414689788,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000741,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,18,0,0,1,2,21,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.0,0.0,29TNE,2016-08-28,2017-07-04,0.9517427809799095,0.9663565880247917,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000742,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,13,0,0,0,2,15,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.0,0.0,29TNE,2016-08-28,2017-07-04,0.9477030097320731,0.9610591300690692,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000743,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,41,0,0,0,4,45,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.0,0.0,29TNE,2016-08-28,2017-07-04,0.9687841084921384,0.934651118679672,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000744,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,0,0,0,0,0,0,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.0,0.0,29TNE,2016-08-28,2017-07-04,0.9594683963020154,0.9207704570386325,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000745,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,0,0,0,0,0,0,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.0,0.0,29TNE,2016-08-28,2017-07-04,0.9488470225585947,0.9510499853926863,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000746,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,20,0,0,0,1,21,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.0,0.0,29TNE,2016-08-28,2017-07-04,0.9574513108969135,0.9600446441336924,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000747,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,102,0,0,0,3,105,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.0,0.0,29TNE,2016-08-28,2017-07-04,0.9504407843850468,0.9587986601960944,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000748,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,0,0,0,0,0,0,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.0,0.0,29TNE,2016-08-28,2017-07-04,0.9553169551466263,0.9282897242094034,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000749,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,67,0,0,0,3,70,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.0,0.0,29TNE,2016-08-28,2017-07-04,0.9607999229489723,0.9486602169830861,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000750,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,7,0,0,1,0,8,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.0,0.0,29TNE,2016-08-28,2017-07-04,0.9591500074852956,0.9661021971050048,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000751,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,3,0,0,0,0,3,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.0194740295410156,0.0135536193847656,29TNE,2016-08-28,2017-07-04,0.964257314813961,0.9672602355971138,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000752,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,1,0,0,0,0,1,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.0,0.0,29TNE,2016-08-28,2017-07-04,0.9597768672414942,0.9547824301517641,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000753,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,0,0,0,0,0,0,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.0,0.0,29TNE,2016-08-28,2017-07-04,0.9421381124406716,0.9529030446633278,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000754,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,10,0,0,0,0,10,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.0,0.0,29TNE,2016-08-28,2017-07-04,0.9631696866167117,0.9635787254367474,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000755,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,0,0,0,0,0,0,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.0,0.0,29TNE,2016-08-28,2017-07-04,0.9450734023011224,0.9659591944234013,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000756,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,0,0,0,0,0,0,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.4521293640136719,0.4580497741699219,29TNE,2016-08-28,2017-07-04,0.9715309948979411,0.9270320291960857,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000757,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,82,0,0,0,2,84,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.0,0.0,29TNE,2016-08-28,2017-07-04,0.9502600588045881,0.9634857559405074,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000758,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,84,0,0,0,4,88,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.0,0.0,29TNE,2016-08-28,2017-07-04,0.9612312318734868,0.9641841040785388,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000759,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,0,0,0,0,0,0,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.0,0.0,29TNE,2016-08-28,2017-07-04,0.9574294753884961,0.9584167749618733,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000760,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,0,0,0,0,0,0,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.0,0.0,29TNE,2016-08-28,2017-07-04,0.9670424033126618,0.9309146073361935,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000761,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,0,0,0,0,1,1,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.0,0.0,29TNE,2016-08-28,2017-07-04,0.9713942879490912,0.9403641250266728,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000762,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,0,0,0,0,0,0,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.0,0.0,29TNE,2016-08-28,2017-07-04,0.9704611102212016,0.9261838364606467,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000763,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,0,0,0,0,0,0,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.0586271286010742,0.0517148971557617,29TNE,2016-08-28,2017-07-04,0.942874606332552,0.9552218997795038,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000764,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,7,0,0,0,3,10,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.0,0.0,29TNE,2016-08-28,2017-07-04,0.9552915008620997,0.9548844586214433,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000765,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,0,0,0,0,0,0,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.0,0.0,29TNE,2016-08-28,2017-07-04,0.9636413605766722,0.9296760293983253,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000766,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,10,0,0,2,1,13,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.0,0.0,29TNE,2016-08-28,2017-07-04,0.9657445544103201,0.9508305878996828,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000767,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,74,0,0,0,1,75,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.0,0.0,29TNE,2016-08-28,2017-07-04,0.9547378823143577,0.9629027159960515,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000768,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,4,0,0,1,0,5,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.0,0.0,29TNE,2016-08-28,2017-07-04,0.963402854328627,0.9715755734233648,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000769,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,0,0,0,0,0,0,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.0,0.0,29TNE,2016-08-28,2017-07-04,0.9408954249356517,0.9402929338748414,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000770,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,36,0,0,0,5,41,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.0,0.0,29TNE,2016-08-28,2017-07-04,0.9400911361333237,0.9511040921852887,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000771,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,109,0,0,0,6,115,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.0,0.0,29TNE,2016-08-28,2017-07-04,0.9573571080218461,0.970002181351449,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000772,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,0,0,0,0,0,0,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.0,0.0,29TNE,2016-08-28,2017-07-04,0.9579102157828664,0.951274018082349,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000773,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,94,0,0,0,9,103,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.0,0.0,29TNE,2016-08-28,2017-07-04,0.9512519899030658,0.9634657831358198,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000774,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,5,0,0,1,2,8,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.0,0.0,29TNE,2016-08-28,2017-07-04,0.960094718369709,0.9668582613618913,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000775,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,12,0,0,0,0,12,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.0,0.0,29TNE,2016-08-28,2017-07-04,0.9620591734739001,0.9625848810254076,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000776,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,0,0,0,0,0,0,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.0,0.0,29TNE,2016-08-28,2017-07-04,0.9476004033252233,0.9618601000353288,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000777,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,0,0,0,0,0,0,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.0002374649047851,0.0,29TNE,2016-08-28,2017-07-04,0.939860745035258,0.9383500933382615,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000778,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,0,0,0,0,0,0,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.0,0.0,29TNE,2016-08-28,2017-07-04,0.9428584689066689,0.9520976413743435,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000779,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,0,1,0,0,0,1,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.0,0.0,29TNE,2016-08-28,2017-07-04,0.9657149086381419,0.9273532189037721,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
portugal-wildfire_00000780,portugal-wildfire,fire,wildfire,tier3,train,EPSG:32629,0,0,0,0,0,0,2016-07-23,2017-06-21,10300100598CA000,103001006A9A6B00,WORLDVIEW02,WORLDVIEW02,0.0,0.0,29TNE,2016-08-28,2017-07-04,0.9639462508048909,0.9247729663695669,2016-08-16,2017-06-24,125,125,DESCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160816T064232_20160816T064257_012622_013CCF_810D,S1A_IW_GRDH_1SDV_20170624T064234_20170624T064259_017172_01CA36_DD14
